,index,total,discharge_count,expire_count,discharge_pp,expired_pp
6077,esoph perf,1,1.0,0.0,1.0,0.0
6078,weakness/dehydration,1,1.0,0.0,1.0,0.0
6079,diarrhea abd pain ,1,1.0,0.0,1.0,0.0
6080,r cp/arm pain,1,1.0,0.0,1.0,0.0
6081,penile fracture,1,1.0,0.0,1.0,0.0
6082,tired,1,1.0,0.0,1.0,0.0
6083,apendicitis,1,1.0,0.0,1.0,0.0
6084,htn/cp,1,1.0,0.0,1.0,0.0
6085,s/p fall r hip pain,1,1.0,0.0,1.0,0.0
6086,eu critial/dirt bike accident,1,1.0,0.0,1.0,0.0
6087,nausea/sob,1,1.0,0.0,1.0,0.0
6088,heart blk,1,1.0,0.0,1.0,0.0
6089,lethargic/hypotension,1,1.0,0.0,1.0,0.0
6090,? arterial clot lle,1,1.0,0.0,1.0,0.0
6091,syncope/fall,1,1.0,0.0,1.0,0.0
6092,lue numbness,1,1.0,0.0,1.0,0.0
6093,hyotension,1,1.0,0.0,1.0,0.0
6094,groin infection,1,1.0,0.0,1.0,0.0
6095,? bacteremia,1,1.0,0.0,1.0,0.0
6096,pace maker fire,1,1.0,0.0,1.0,0.0
6097,l ankle infection,1,1.0,0.0,1.0,0.0
6098,dialysis catheter eval,1,1.0,0.0,1.0,0.0
6099,tachycardia/sob,1,1.0,0.0,1.0,0.0
6100,rle pain/cellulitis,1,1.0,0.0,1.0,0.0
6101,head injury s/p mech fall,1,1.0,0.0,1.0,0.0
6102,fistula arm pain,1,1.0,0.0,1.0,0.0
6103,"fever,malaise",1,1.0,0.0,1.0,0.0
6104,r/o,1,1.0,0.0,1.0,0.0
6105,new brain lesion,1,1.0,0.0,1.0,0.0
6106,abdominal pian/diarrhea,1,1.0,0.0,1.0,0.0
6107,left knee dislocation,1,1.0,0.0,1.0,0.0
6108,arm and leg numb,1,1.0,0.0,1.0,0.0
6109,x2,1,1.0,0.0,1.0,0.0
6110,low plt,1,1.0,0.0,1.0,0.0
6111,increased bruising,1,1.0,0.0,1.0,0.0
6112,"chest pain,altered mental status",1,1.0,0.0,1.0,0.0
6113,neurostimulator eval,1,1.0,0.0,1.0,0.0
6114,visual decline,1,1.0,0.0,1.0,0.0
6115,kidneystone,1,1.0,0.0,1.0,0.0
6116,bilat feet pain,1,1.0,0.0,1.0,0.0
6117,withdrawing from etoh,1,1.0,0.0,1.0,0.0
6118,le infection,1,1.0,0.0,1.0,0.0
6119,& fevers,1,1.0,0.0,1.0,0.0
6120,pancreatitis transfer,1,1.0,0.0,1.0,0.0
6121,b wrist injury,1,1.0,0.0,1.0,0.0
6122,epistaxis & black stool,1,1.0,0.0,1.0,0.0
6123,periorbital swelling/redness,1,1.0,0.0,1.0,0.0
6124,+kub,1,1.0,0.0,1.0,0.0
6125,uremia,1,1.0,0.0,1.0,0.0
6126,mech fall,1,1.0,0.0,1.0,0.0
6127,pd dialysis cath problem,1,1.0,0.0,1.0,0.0
6128,l breast infection,1,1.0,0.0,1.0,0.0
6129,si arm pain,1,1.0,0.0,1.0,0.0
6130,nausea diarrhea dizziness,1,1.0,0.0,1.0,0.0
6131,for monitoring,1,1.0,0.0,1.0,0.0
6132,left  leg swelling,1,1.0,0.0,1.0,0.0
6133,pubic fx,1,1.0,0.0,1.0,0.0
6134,r hip  pain,1,1.0,0.0,1.0,0.0
6135,bicycle vs pole,1,1.0,0.0,1.0,0.0
6136,pancyopenia,1,1.0,0.0,1.0,0.0
6137,abnormal lft's,1,1.0,0.0,1.0,0.0
6138,"""seizure""",1,1.0,0.0,1.0,0.0
6139,abn catscan,1,1.0,0.0,1.0,0.0
6140,r arm amputation,1,1.0,0.0,1.0,0.0
6141,bitter taste in mouth and fever,1,1.0,0.0,1.0,0.0
6142,fracture kidney,1,1.0,0.0,1.0,0.0
6143,mvc car vs deer,1,1.0,0.0,1.0,0.0
6144,requsting detox,1,1.0,0.0,1.0,0.0
6145,"pneumonia ,lethargic ",1,1.0,0.0,1.0,0.0
6146,"fall 20""",1,1.0,0.0,1.0,0.0
6147,chest tumor,1,1.0,0.0,1.0,0.0
6148,swallowed pen,1,1.0,0.0,1.0,0.0
6149,care deficit,1,1.0,0.0,1.0,0.0
6150,sick sinus,1,1.0,0.0,1.0,0.0
6151,tib/fib,1,1.0,0.0,1.0,0.0
6152,trauma s/p assault,1,1.0,0.0,1.0,0.0
6153,photophobia,1,1.0,0.0,1.0,0.0
6154,neck pain left shoulder pain,1,1.0,0.0,1.0,0.0
6155,left leg  redness,1,1.0,0.0,1.0,0.0
6156,h/a neck pain/leg pain,1,1.0,0.0,1.0,0.0
6157,blood in urostomy bag,1,1.0,0.0,1.0,0.0
6158,vertigo &palpitations,1,1.0,0.0,1.0,0.0
6159,s/p seizure/new mass,1,1.0,0.0,1.0,0.0
6160,hallucinating/ not eating ,1,1.0,0.0,1.0,0.0
6161,voice changes,1,1.0,0.0,1.0,0.0
6162,10 foot fall,1,1.0,0.0,1.0,0.0
6163,?epidural abscess,1,1.0,0.0,1.0,0.0
6164,icteric sclera,1,1.0,0.0,1.0,0.0
6165,requesting psychiatry,1,1.0,0.0,1.0,0.0
6166,left lower extremity edema,1,1.0,0.0,1.0,0.0
6167,feeling dehydrated,1,1.0,0.0,1.0,0.0
6168,flank and epigastric pain,1,1.0,0.0,1.0,0.0
6169,l l back pain,1,1.0,0.0,1.0,0.0
6170,abnormal testing,1,1.0,0.0,1.0,0.0
6171,unwitnessed sz,1,1.0,0.0,1.0,0.0
6172,l arm weakness x 2 days,1,1.0,0.0,1.0,0.0
6173,dyspnea/r thoracic back pain,1,1.0,0.0,1.0,0.0
6174,r/o ekg changes,1,1.0,0.0,1.0,0.0
6175,acute psychosis,1,1.0,0.0,1.0,0.0
6176,machine accident,1,1.0,0.0,1.0,0.0
6177,tonsillar abscess,1,1.0,0.0,1.0,0.0
6178,painful left chest wall nodule,1,1.0,0.0,1.0,0.0
6179,arm/leg swelling,1,1.0,0.0,1.0,0.0
6180,suddenly aphasic,1,1.0,0.0,1.0,0.0
6181,neutropenic/fever,1,1.0,0.0,1.0,0.0
6182,r great toe necrosis,1,1.0,0.0,1.0,0.0
6183,n/v/d cough ha,1,1.0,0.0,1.0,0.0
6184,may need transfusion,1,1.0,0.0,1.0,0.0
6185,? passed out,1,1.0,0.0,1.0,0.0
6186,pancreatitis flare,1,1.0,0.0,1.0,0.0
6187,needs j tube,1,1.0,0.0,1.0,0.0
6188,picc infection,1,1.0,0.0,1.0,0.0
6189,congested,1,1.0,0.0,1.0,0.0
6190,pain s/p kidney removal,1,1.0,0.0,1.0,0.0
6191,abd pain / sob,1,1.0,0.0,1.0,0.0
6192,lethagic,1,1.0,0.0,1.0,0.0
6193,abd and groin pain,1,1.0,0.0,1.0,0.0
6194,abdominal pain luq,1,1.0,0.0,1.0,0.0
6195,lighthead abd pain,1,1.0,0.0,1.0,0.0
6196,brain mass ?,1,1.0,0.0,1.0,0.0
6197,mcc-cut off,1,1.0,0.0,1.0,0.0
6198,leaking fluid,1,1.0,0.0,1.0,0.0
6199,atraumatic chronic back pain,1,1.0,0.0,1.0,0.0
6200,withdrawel,1,1.0,0.0,1.0,0.0
6201,lower jaw abscess,1,1.0,0.0,1.0,0.0
6202,altered mental status/new seizure,1,1.0,0.0,1.0,0.0
6203,s/p fall/head lac,1,1.0,0.0,1.0,0.0
6204,eu critical/resp failure,1,1.0,0.0,1.0,0.0
6205,hyperglycemia/arf,1,1.0,0.0,1.0,0.0
6206,foot fx,1,1.0,0.0,1.0,0.0
6207,l le pain,1,1.0,0.0,1.0,0.0
6208,l low back pain,1,1.0,0.0,1.0,0.0
6209,fevers/?septic joint,1,1.0,0.0,1.0,0.0
6210,back pain/cp,1,1.0,0.0,1.0,0.0
6211,cirrhosis exac,1,1.0,0.0,1.0,0.0
6212,tree limb struck,1,1.0,0.0,1.0,0.0
6213,n/v /abd pain,1,1.0,0.0,1.0,0.0
6214,right shoulder abcess,1,1.0,0.0,1.0,0.0
6215,bloody stools/bloody urine/vomiting,1,1.0,0.0,1.0,0.0
6216,rectal  abscess,1,1.0,0.0,1.0,0.0
6217,dizzy/ fever,1,1.0,0.0,1.0,0.0
6218,left flank pain/dk urine,1,1.0,0.0,1.0,0.0
6219,toe infx,1,1.0,0.0,1.0,0.0
6220,n/v/d syncope,1,1.0,0.0,1.0,0.0
6221,pych eval,1,1.0,0.0,1.0,0.0
6222,r/o tb - +ppd,1,1.0,0.0,1.0,0.0
6223,r rib fxs,1,1.0,0.0,1.0,0.0
6224,altered metal ,1,1.0,0.0,1.0,0.0
6225,foreign object,1,1.0,0.0,1.0,0.0
6226,thoracic  aneurysm,1,1.0,0.0,1.0,0.0
6227,acute mi,1,1.0,0.0,1.0,0.0
6228,s/p bicycle accident,1,1.0,0.0,1.0,0.0
6229,"abdpain,low o2 sat",1,1.0,0.0,1.0,0.0
6230,abnormal  mri,1,1.0,0.0,1.0,0.0
6231,"n,v,etoh",1,1.0,0.0,1.0,0.0
6232,requesting nursing home placement,1,1.0,0.0,1.0,0.0
6233,pancreatitis n/v,1,1.0,0.0,1.0,0.0
6234,s/p od ,1,1.0,0.0,1.0,0.0
6235,mca occlusion,1,1.0,0.0,1.0,0.0
6236,needs iv access,1,1.0,0.0,1.0,0.0
6237,s/p fall off ladder from 12ft,1,1.0,0.0,1.0,0.0
6238,bilateral hand numbness,1,1.0,0.0,1.0,0.0
6239,diff  swallowing,1,1.0,0.0,1.0,0.0
6240,weakness/ headache,1,1.0,0.0,1.0,0.0
6241,"cough ,fever ,ili",1,1.0,0.0,1.0,0.0
6242,sob and lethargy,1,1.0,0.0,1.0,0.0
6243,cholecystitis drain eval,1,1.0,0.0,1.0,0.0
6244,nausea lethargy,1,1.0,0.0,1.0,0.0
6245,l hip pain ,1,1.0,0.0,1.0,0.0
6246,epistaxis on coumadin,1,1.0,0.0,1.0,0.0
6247,depression and si,1,1.0,0.0,1.0,0.0
6248,diarrhea/fever,1,1.0,0.0,1.0,0.0
6249,feelsoff,1,1.0,0.0,1.0,0.0
6250,chest pressure sob,1,1.0,0.0,1.0,0.0
6251,weak/hypotensive,1,1.0,0.0,1.0,0.0
6252,call back for abnormal mri,1,1.0,0.0,1.0,0.0
6253,lue picc bleeding,1,1.0,0.0,1.0,0.0
6254,hoarse voice s/p belt,1,1.0,0.0,1.0,0.0
6255,n/v/dizziness ,1,1.0,0.0,1.0,0.0
6256,stage 4 wound eval,1,1.0,0.0,1.0,0.0
6257,pericard effusion w/ ?tamponade,1,1.0,0.0,1.0,0.0
6258,fevers/sob,1,1.0,0.0,1.0,0.0
6259,"gib,low hct",1,1.0,0.0,1.0,0.0
6260,ischemic cholitis,1,1.0,0.0,1.0,0.0
6261,"left flank,groin",1,1.0,0.0,1.0,0.0
6262,"palps,lightheaded",1,1.0,0.0,1.0,0.0
6263,lower abd cramping,1,1.0,0.0,1.0,0.0
6264,penile/scrotum swelling,1,1.0,0.0,1.0,0.0
6265,fever/ms changes,1,1.0,0.0,1.0,0.0
6266,ha visual changes,1,1.0,0.0,1.0,0.0
6267,unresponsive /loss of vision,1,1.0,0.0,1.0,0.0
6268,ingested antifreeze,1,1.0,0.0,1.0,0.0
6269,headache x10 days,1,1.0,0.0,1.0,0.0
6270,resolved hypotension,1,1.0,0.0,1.0,0.0
6271,infected right great toe,1,1.0,0.0,1.0,0.0
6272,left sided rib pain/ back pain,1,1.0,0.0,1.0,0.0
6273,left buttock/left leg pain,1,1.0,0.0,1.0,0.0
6274,dizziness/double vision,1,1.0,0.0,1.0,0.0
6275,sob/rash,1,1.0,0.0,1.0,0.0
6276,pituitary mass,1,1.0,0.0,1.0,0.0
6277,transfer ich,1,1.0,0.0,1.0,0.0
6278,pneumonia/effusions,1,1.0,0.0,1.0,0.0
6279,left lower leg graft occlusion,1,1.0,0.0,1.0,0.0
6280,blocked heapatobiliary duct,1,1.0,0.0,1.0,0.0
6281,increased ascitis,1,1.0,0.0,1.0,0.0
6282,"mvc,intabated",1,1.0,0.0,1.0,0.0
6283,cough dyspnea,1,1.0,0.0,1.0,0.0
6284,unresposive,1,1.0,0.0,1.0,0.0
6285,swelling r knee,1,1.0,0.0,1.0,0.0
6286,gcs 3 and head eye trauma ,1,1.0,0.0,1.0,0.0
6287,likely cellulitis bilat l/e with hyperglycaemia,1,1.0,0.0,1.0,0.0
6288,lethargic with hyperglycemia,1,1.0,0.0,1.0,0.0
6289,ms changes/fall,1,1.0,0.0,1.0,0.0
6290,left neck/chest abscess,1,1.0,0.0,1.0,0.0
6291,syncope with head strike,1,1.0,0.0,1.0,0.0
6292,flaccid l side,1,1.0,0.0,1.0,0.0
6293,pneumonia /renal,1,1.0,0.0,1.0,0.0
6294,increased falls,1,1.0,0.0,1.0,0.0
6295,decr mobility l arm,1,1.0,0.0,1.0,0.0
6296,l ear and facial pain,1,1.0,0.0,1.0,0.0
6297,psych eval/si,1,1.0,0.0,1.0,0.0
6298,ankle wound,1,1.0,0.0,1.0,0.0
6299,?parasites,1,1.0,0.0,1.0,0.0
6300,psych eval/___,1,1.0,0.0,1.0,0.0
6301,withdrawing/cp,1,1.0,0.0,1.0,0.0
6302,not eating /ftt,1,1.0,0.0,1.0,0.0
6303,r flank pain/kidneystone,1,1.0,0.0,1.0,0.0
6304,ruptured spleen,1,1.0,0.0,1.0,0.0
6305,+l1 fx,1,1.0,0.0,1.0,0.0
6306,etoh/low sat,1,1.0,0.0,1.0,0.0
6307,bilateral numbness and pain in legs,1,1.0,0.0,1.0,0.0
6308,unable to ambulate weakness,1,1.0,0.0,1.0,0.0
6309,ha/eye pain,1,1.0,0.0,1.0,0.0
6310,replace foley cath,1,1.0,0.0,1.0,0.0
6311,sob/renal failure ,1,1.0,0.0,1.0,0.0
6312,f  foot infection,1,1.0,0.0,1.0,0.0
6313,s/p atv vs tree,1,1.0,0.0,1.0,0.0
6314,llq abd pain with n/v/d,1,1.0,0.0,1.0,0.0
6315,off meds,1,1.0,0.0,1.0,0.0
6316,mvc- head bleeds,1,1.0,0.0,1.0,0.0
6317,bradycardia ( transfer),1,1.0,0.0,1.0,0.0
6318,"diarrhea,fever",1,1.0,0.0,1.0,0.0
6319,left arm laceration,1,1.0,0.0,1.0,0.0
6320,pain lower back,1,1.0,0.0,1.0,0.0
6321,yesterday,1,1.0,0.0,1.0,0.0
6322,mvc intubated on scene,1,1.0,0.0,1.0,0.0
6323,cp/weakness,1,1.0,0.0,1.0,0.0
6324,fever/known kidney infection,1,1.0,0.0,1.0,0.0
6325,transfer cp,1,1.0,0.0,1.0,0.0
6326,stab wound chest,1,1.0,0.0,1.0,0.0
6327,pacer malfunction,1,1.0,0.0,1.0,0.0
6328,?new onset dm,1,1.0,0.0,1.0,0.0
6329,"fever,ftt",1,1.0,0.0,1.0,0.0
6330,cough/fevers,1,1.0,0.0,1.0,0.0
6331,woodchipper accident,1,1.0,0.0,1.0,0.0
6332,paracentesis tube leak,1,1.0,0.0,1.0,0.0
6333,dyspnea/tachycardia,1,1.0,0.0,1.0,0.0
6334,cp/lue weakness,1,1.0,0.0,1.0,0.0
6335,fx back/weak,1,1.0,0.0,1.0,0.0
6336,r calcaneous fx transfer,1,1.0,0.0,1.0,0.0
6337,lip numbness,1,1.0,0.0,1.0,0.0
6338,general weakness/lightheaded,1,1.0,0.0,1.0,0.0
6339,numbness/weakness right leg,1,1.0,0.0,1.0,0.0
6340,stabbing to flank,1,1.0,0.0,1.0,0.0
6341,needs echo,1,1.0,0.0,1.0,0.0
6342,le redness/pain,1,1.0,0.0,1.0,0.0
6343,type b,1,1.0,0.0,1.0,0.0
6344,change ms /head mass,1,1.0,0.0,1.0,0.0
6345,cardiogenic,1,1.0,0.0,1.0,0.0
6346,b dvt,1,1.0,0.0,1.0,0.0
6347,decubitus ulcer,1,1.0,0.0,1.0,0.0
6348,pleuritic cp,1,1.0,0.0,1.0,0.0
6349,fevers/diarrhea,1,1.0,0.0,1.0,0.0
6350,allegric reaction,1,1.0,0.0,1.0,0.0
6351,septic joint,1,1.0,0.0,1.0,0.0
6352,pain right groin,1,1.0,0.0,1.0,0.0
6353,for eval of hypoxia,1,1.0,0.0,1.0,0.0
6354,? abcess formation,1,1.0,0.0,1.0,0.0
6355,bandemia,1,1.0,0.0,1.0,0.0
6356,left  flank pain,1,1.0,0.0,1.0,0.0
6357,stab to ab,1,1.0,0.0,1.0,0.0
6358,right big toe swelling,1,1.0,0.0,1.0,0.0
6359,finger lac,1,1.0,0.0,1.0,0.0
6360,confusion/found on floor,1,1.0,0.0,1.0,0.0
6361,"h/a,abnormal ct scan",1,1.0,0.0,1.0,0.0
6362,s/p cardiac s/s,1,1.0,0.0,1.0,0.0
6363,fever/chills/anorexia,1,1.0,0.0,1.0,0.0
6364,nausea/weak,1,1.0,0.0,1.0,0.0
6365,new onset a fib,1,1.0,0.0,1.0,0.0
6366,ams/elevated trop,1,1.0,0.0,1.0,0.0
6367,intentional ingestion,1,1.0,0.0,1.0,0.0
6368,anx,1,1.0,0.0,1.0,0.0
6369,heart flutters,1,1.0,0.0,1.0,0.0
6370,abn echo,1,1.0,0.0,1.0,0.0
6371,s/p rugby tackle,1,1.0,0.0,1.0,0.0
6372,question sbo,1,1.0,0.0,1.0,0.0
6373,l flank pain with vomiting,1,1.0,0.0,1.0,0.0
6374,naus/vom,1,1.0,0.0,1.0,0.0
6375,for cm eval,1,1.0,0.0,1.0,0.0
6376,"l eye swelling,drainage",1,1.0,0.0,1.0,0.0
6377,celulitis,1,1.0,0.0,1.0,0.0
6378,l knee fx,1,1.0,0.0,1.0,0.0
6379,lower extremity pain/swelling,1,1.0,0.0,1.0,0.0
6380,burning w/ urination,1,1.0,0.0,1.0,0.0
6381,right breast pain,1,1.0,0.0,1.0,0.0
6382,cough congestion,1,1.0,0.0,1.0,0.0
6383,s/p right arm numbness,1,1.0,0.0,1.0,0.0
6384,cp/abd pain/vomiting blood,1,1.0,0.0,1.0,0.0
6385,abd pain ? sbo,1,1.0,0.0,1.0,0.0
6386,palp,1,1.0,0.0,1.0,0.0
6387,fever w/ abd pain,1,1.0,0.0,1.0,0.0
6388,feels anxious,1,1.0,0.0,1.0,0.0
6389,changed in ms,1,1.0,0.0,1.0,0.0
6390,near syncope/slurred speech,1,1.0,0.0,1.0,0.0
6391,elevated trop/elevated dimer,1,1.0,0.0,1.0,0.0
6392,open sores on buttocks,1,1.0,0.0,1.0,0.0
6393,s/p fall l hip fx,1,1.0,0.0,1.0,0.0
6394,asleep at wheel,1,1.0,0.0,1.0,0.0
6395,bleeding into ostomy,1,1.0,0.0,1.0,0.0
6396,olow blood count,1,1.0,0.0,1.0,0.0
6397,l  leg  pain,1,1.0,0.0,1.0,0.0
6398,n/abd pain,1,1.0,0.0,1.0,0.0
6399,hypoxia/hypotension,1,1.0,0.0,1.0,0.0
6400,rsided abd pain/around to the back,1,1.0,0.0,1.0,0.0
6401,early satiety,1,1.0,0.0,1.0,0.0
6402,resp arrrest,1,1.0,0.0,1.0,0.0
6403,l testicular pain/swelling,1,1.0,0.0,1.0,0.0
6404,ruptured ectopic,1,1.0,0.0,1.0,0.0
6405,lower extremity weakness/diplobia,1,1.0,0.0,1.0,0.0
6406,?aaa,1,1.0,0.0,1.0,0.0
6407,upper extremity tingling,1,1.0,0.0,1.0,0.0
6408,hypoglycemia from hemodialysis,1,1.0,0.0,1.0,0.0
6409,+ich,1,1.0,0.0,1.0,0.0
6410,fall x3,1,1.0,0.0,1.0,0.0
6411,nephrostomy tube pain,1,1.0,0.0,1.0,0.0
6412,bicycle accident ,1,1.0,0.0,1.0,0.0
6413,abn ekg,1,1.0,0.0,1.0,0.0
6414,hanging/sa,1,1.0,0.0,1.0,0.0
6415,ha/inc,1,1.0,0.0,1.0,0.0
6416,splenic injury,1,1.0,0.0,1.0,0.0
6417,increasing back pain,1,1.0,0.0,1.0,0.0
6418,concern for ftt,1,1.0,0.0,1.0,0.0
6419,sob transfer,1,1.0,0.0,1.0,0.0
6420,scv thrombus,1,1.0,0.0,1.0,0.0
6421,sinus thrombosis,1,1.0,0.0,1.0,0.0
6422,fever/hypoglycemic,1,1.0,0.0,1.0,0.0
6423,viole,1,1.0,0.0,1.0,0.0
6424,"sob  dizzy,passed out",1,1.0,0.0,1.0,0.0
6425,worsening ms,1,1.0,0.0,1.0,0.0
6426,impaction,1,1.0,0.0,1.0,0.0
6427,chills s/p dialysis,1,1.0,0.0,1.0,0.0
6428,anorexia/renal failure,1,1.0,0.0,1.0,0.0
6429,llq pain/bleeding,1,1.0,0.0,1.0,0.0
6430,s/p od,1,1.0,0.0,1.0,0.0
6431,multiple pe's,1,1.0,0.0,1.0,0.0
6432,hd catherter infection,1,1.0,0.0,1.0,0.0
6433,decreased sensation,1,1.0,0.0,1.0,0.0
6434,"wound eval,",1,1.0,0.0,1.0,0.0
6435,diffuse body pain/ftt,1,1.0,0.0,1.0,0.0
6436,g tube out,1,1.0,0.0,1.0,0.0
6437,feeling hot,1,1.0,0.0,1.0,0.0
6438,right cold leg,1,1.0,0.0,1.0,0.0
6439,bike crash,1,1.0,0.0,1.0,0.0
6440,fb stomach,1,1.0,0.0,1.0,0.0
6441,l leg amp,1,1.0,0.0,1.0,0.0
6442,generalized lethargy,1,1.0,0.0,1.0,0.0
6443,hematuria/tremerous,1,1.0,0.0,1.0,0.0
6444,ekg changes transfer,1,1.0,0.0,1.0,0.0
6445,confusion/weakness,1,1.0,0.0,1.0,0.0
6446,fx femer,1,1.0,0.0,1.0,0.0
6447,reqesting psych eval,1,1.0,0.0,1.0,0.0
6448,syncopy,1,1.0,0.0,1.0,0.0
6449,left sided weakess,1,1.0,0.0,1.0,0.0
6450,s/p ventricular tach,1,1.0,0.0,1.0,0.0
6451,swellling l leg,1,1.0,0.0,1.0,0.0
6452,s/p fall with head trauma,1,1.0,0.0,1.0,0.0
6453,sbo/transfer,1,1.0,0.0,1.0,0.0
6454,nausea.,1,1.0,0.0,1.0,0.0
6455,ruq pain/uti,1,1.0,0.0,1.0,0.0
6456,ica occlusion,1,1.0,0.0,1.0,0.0
6457,vaginal spotting,1,1.0,0.0,1.0,0.0
6458,heavy period,1,1.0,0.0,1.0,0.0
6459,acting bizarre/si,1,1.0,0.0,1.0,0.0
6460,pancreatitis/abd pain,1,1.0,0.0,1.0,0.0
6461,internal abd abcess,1,1.0,0.0,1.0,0.0
6462,r flank and satof 89%,1,1.0,0.0,1.0,0.0
6463,anklle swelling,1,1.0,0.0,1.0,0.0
6464,l sided choreiform movements,1,1.0,0.0,1.0,0.0
6465,wound eval s/p fall,1,1.0,0.0,1.0,0.0
6466,for neuro,1,1.0,0.0,1.0,0.0
6467,g-tube infection,1,1.0,0.0,1.0,0.0
6468,right arm waekness,1,1.0,0.0,1.0,0.0
6469,? inguinal hernia,1,1.0,0.0,1.0,0.0
6470,anxiety requesting detox,1,1.0,0.0,1.0,0.0
6471,n/v s/p pd,1,1.0,0.0,1.0,0.0
6472,feeling run down,1,1.0,0.0,1.0,0.0
6473,off balance ,1,1.0,0.0,1.0,0.0
6474,headache/vomiting,1,1.0,0.0,1.0,0.0
6475,rectal pouch bruising,1,1.0,0.0,1.0,0.0
6476,respiratory distress/constipation,1,1.0,0.0,1.0,0.0
6477,s/p chest pressur; right arm swelling,1,1.0,0.0,1.0,0.0
6478,abd pain/?sbo,1,1.0,0.0,1.0,0.0
6479,? ich,1,1.0,0.0,1.0,0.0
6480,occipital bleed transfer,1,1.0,0.0,1.0,0.0
6481,ha/weakness,1,1.0,0.0,1.0,0.0
6482,urosepsis/pna,1,1.0,0.0,1.0,0.0
6483,shingles pain,1,1.0,0.0,1.0,0.0
6484,sah traumatic,1,1.0,0.0,1.0,0.0
6485,transfer s/p arrest,1,1.0,0.0,1.0,0.0
6486,"vomiting/diarrhea,cough",1,1.0,0.0,1.0,0.0
6487,diarrhea/lethargy,1,1.0,0.0,1.0,0.0
6488,r sided abd pain with fever,1,1.0,0.0,1.0,0.0
6489,transfer pe,1,1.0,0.0,1.0,0.0
6490,sob/diarrhea,1,1.0,0.0,1.0,0.0
6491,infected pannis,1,1.0,0.0,1.0,0.0
6492,left arm pain and epigastric pain,1,1.0,0.0,1.0,0.0
6493,hypotensive unresponsive,1,1.0,0.0,1.0,0.0
6494,orthostatic bps,1,1.0,0.0,1.0,0.0
6495,recent uti,1,1.0,0.0,1.0,0.0
6496,requesting detox/depression,1,1.0,0.0,1.0,0.0
6497,lle cellultis,1,1.0,0.0,1.0,0.0
6498,epigastric discomf,1,1.0,0.0,1.0,0.0
6499,right foot numb/swelling,1,1.0,0.0,1.0,0.0
6500,tingling l palm,1,1.0,0.0,1.0,0.0
6501,abd cramps/diarrhea,1,1.0,0.0,1.0,0.0
6502,brain hypodensity,1,1.0,0.0,1.0,0.0
6503,gib transfer,1,1.0,0.0,1.0,0.0
6504,esoph stricture,1,1.0,0.0,1.0,0.0
6505,abd discomfort/sob,1,1.0,0.0,1.0,0.0
6506,sinus infection,1,1.0,0.0,1.0,0.0
6507,new liver ca,1,1.0,0.0,1.0,0.0
6508,suprapubic tube out,1,1.0,0.0,1.0,0.0
6509,fall/brain hemmorrage,1,1.0,0.0,1.0,0.0
6510,numbness tingling left side ,1,1.0,0.0,1.0,0.0
6511, fever r/o uti/pna  ,1,1.0,0.0,1.0,0.0
6512,? ectopic/ abd discomfort,1,1.0,0.0,1.0,0.0
6513,hempotysis,1,1.0,0.0,1.0,0.0
6514,blurred vision/pain,1,1.0,0.0,1.0,0.0
6515,brbpr/black stool,1,1.0,0.0,1.0,0.0
6516,anemia/lightheadness,1,1.0,0.0,1.0,0.0
6517,behavioural changes,1,1.0,0.0,1.0,0.0
6518,s/p palps,1,1.0,0.0,1.0,0.0
6519,no eating,1,1.0,0.0,1.0,0.0
6520,ili/rash,1,1.0,0.0,1.0,0.0
6521,palpitations and sob,1,1.0,0.0,1.0,0.0
6522,low sats 70%,1,1.0,0.0,1.0,0.0
6523,earache& cough,1,1.0,0.0,1.0,0.0
6524,social admit,1,1.0,0.0,1.0,0.0
6525,h/a from mri,1,1.0,0.0,1.0,0.0
6526,picc line displaced,1,1.0,0.0,1.0,0.0
6527,left sided ha,1,1.0,0.0,1.0,0.0
6528,biliary obstruction/ falling,1,1.0,0.0,1.0,0.0
6529,rt elbow redness,1,1.0,0.0,1.0,0.0
6530,r/o compartment syndrome rle,1,1.0,0.0,1.0,0.0
6531,new cabg/anemia,1,1.0,0.0,1.0,0.0
6532,bloody diarrhea/pain,1,1.0,0.0,1.0,0.0
6533,surgical pain,1,1.0,0.0,1.0,0.0
6534,abdominal pain/bleeding,1,1.0,0.0,1.0,0.0
6535,abdominal pain/substance misuse,1,1.0,0.0,1.0,0.0
6536,jump,1,1.0,0.0,1.0,0.0
6537,l foot swelling & pain,1,1.0,0.0,1.0,0.0
6538,tingling both hands,1,1.0,0.0,1.0,0.0
6539,"leg edema ,red/warm",1,1.0,0.0,1.0,0.0
6540,trip and fall down stairs,1,1.0,0.0,1.0,0.0
6541,"throat pain,dyspnea",1,1.0,0.0,1.0,0.0
6542,resistant uti,1,1.0,0.0,1.0,0.0
6543,abscess left elbow,1,1.0,0.0,1.0,0.0
6544,rltis,1,1.0,0.0,1.0,0.0
6545,mid abd pain  n/v,1,1.0,0.0,1.0,0.0
6546,incontinence w/ back pain,1,1.0,0.0,1.0,0.0
6547,stemi/sepsis,1,1.0,0.0,1.0,0.0
6548,"sob,leg swelling",1,1.0,0.0,1.0,0.0
6549,___/aggitation,1,1.0,0.0,1.0,0.0
6550,lung contusion s/p fall,1,1.0,0.0,1.0,0.0
6551,neck/shoulder pain,1,1.0,0.0,1.0,0.0
6552,r sided swollen neck,1,1.0,0.0,1.0,0.0
